Comment,Likes,Reply Count
  Buy MILLION on Uniswap  https   app uniswap org   swap outputCurrency 0x6b4c7a5e3f0b99fcd83e9c089bddd6c7fce5c611   Buy MILLION on Pancake Swap  https   exchange pancakeswap finance   swap outputCurrency 0xbf05279f9bf1ce69bbfed670813b7e431142afa4   MILLION  Crypto Moonshot  OFFICIAL  https   milliontoken org ,117,46
 Chris Batten I agree with you  Doge coin was completely stupid but got a MC of over 50 billion  Shiba was a stupid coin that hit like 8 billion MC  I do agree with you though that people are most likely throwing their money down the drain hoping that this pulls a Doge for some reason  Do you wish you had bought Doge under a penny  I do  even though I know its a retarded coin  People are playing the lottery with buying Million,1,
 Lliam Jurdom Yes well ,1,
 Andrew Plunkett it should be worth a thousand but i just cant bring myself to take the risk of  100 a coin i mean Ethereum started at  1 or  2 and never went thru this kind of movement in the beginning   it feels a little forced    But ill wait and see maybe it will dip to  5 and ill have another chance,1,
 Lliam Jurdom Well it s good that makes you happy  ,1,
It s starting to tank down    All the green horns are coming in and all the in the knows are selling out   look at the 14 day graph on gecko my god its so obvious they are selling out but the panic is driving it down    No one wants to be left holding the baby hahahaha,1,
 Andrew Plunkett what  millionaire  speaks and posts comments like his  It s the people in his community who are brainwashed who wil make him a millionaire unless you guys wake and learn how scammed ur getting,2,
Could you do a video on how this is not a financial pyramid ,3,
MM TOKEN SHOOK the world   ,1,
Dogecoin  54 billion market cap out of nothing   this will never happen again TechLead  Hold my beer,5,
JUST BUY ONE  I bought a few   gave 1 each to my bro   sisters  d   We love the lion community   ,7,
Drinks on you  ,1,
 3,2,
Can you create a new bsc meme token  for a small community of subscribers youtube,2,
BASED DEV  ,2,
Best video yet   no bias or anything   none at all  D  3,6,
 Griffy DZ just do some research how there is a way  i already bought 1mm haha that s all i got   just want to be part of this legend journey ,9,
 Griffy DZ buy into high quality  small cap  Lithium mining stocks  and hold for 30 years,2,
I wish I bought but I am in Europe  Didn t know how,9,
the most legend of in crpto world  that s Mr  Shyu,11,
                            Don t need a lot of words to prove that this team above is real because I ve seen it all  thanks for you and may God bless You for help me to Clear my Dept,1,0
I have made quite a stride investing on my own but I am  aware of the benefits of consulting with a professional but haven t found one,3,9
Hi,7,62
My investment in crypto are really doing well l guess some of you sew expert Miss Stella willing stripes lest week it was really beast and mind blowing up success,1,
Can I start with  2000,1,
Hello How does this bitcoin stuff work  I think that am interested,1,
yes but do you know I have been paid out today  ,1,
Any one who she handles her  trade for I believe is so lucky thanks miss  Stella,1,
when someone is straight forward and good at what she does best  People will always speak for them  For me I would say give miss Stella of finance education a try and you be happy you did,1,
hey you are not far from making profit  she has taken care of my account for months now     I have 16 wins and 2 loss so far,1,
I just got recommended to her  and I invested please how good is she,1,
Trade with her and remember to share testimonies with others,1,
Miss Stella  has brought me out of the wrenches and to a better living through trading options  I encourage newbies to trade with her,1,
She s really the best I have made a lot,1,
13th winning thanks to Miss Stella,1,
No exact amount but a profit range from  1200 to  5000 depending on the coin fluctuating in market,1,
How much exactly does she make of you in every trade,1,
Hello,1,
She gave her clients nice attention,1,
wow I can brag about this    Miss Stella has changed my accvount in such a way winning is the only standard I know,1,
I am from Brazil  I and two other of my friends tried her immediately we testified her performing wonders,1,
when I saw testimonies all over the place I thought it was all made up stories till I was convinced and gave it a try and honestly I don t regret the move I made because I invested in a big WAy,1,
most people remain poor only because friends and relatives discourage and advise them against investing and trading forex while the wise ones kept investing and growing higher financially,1,
Her trading last week was boom,1,
thanks to you all for your testimonies  it has helped me greatly I thought It were not real but I will now boldly testify    she s strategies is awesome,1,
her method surprises me,1,
Please how can I reach this Miss Stella  I have already lost enough of money trading for myself,1,
Anyone  there,1,
Hello,1,
I m happy today because of Miss Stella,1,
l remember friends calling me crazy when I started but now I shut up them with my four figure weekly returned,1,
wow I just make my second withdraw again today trading with expert Miss Stella,1,
Thanks for the recommendation I just contacted her and she attended to me nicely,1,
she has made name for herself,1,
She is the key to crypto,1,
Tell her that I referred you  ,1,
Her success story is every where,1,
Miss Stella  has changed my financial status for the best  All thanks to my aunty who introduced her to me,1,
yes I m also a living testimony of expert Miss Stella,1,
thanks for introducing me to Miss Stella,1,
I think that she is the best broker I ever seen,1,
I think I am blessed because if not I wouldn t have met someone who is as spectacular as expert Miss Stella,1,
She helped me recover all I lost trying to trade myself,1,
